Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering
18,1,0,1,19.521566649450374,23,0,2,0,0,1,1
15,0,0,1,0.4181902467046994,13,0,3,0,1,0,0
16,1,0,1,16.476034998410757,14,1,2,0,0,0,0
17,1,1,1,4.555566832356028,13,1,2,1,0,1,0
17,1,0,2,19.833722807854716,7,1,2,0,0,1,0
16,1,1,2,16.02704116540497,23,1,3,1,1,0,1
18,1,0,2,8.412604737576387,16,0,3,0,1,0,0
16,0,0,1,9.27351611546356,25,0,2,1,0,0,0
15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1
18,0,0,1,15.627124367904006,14,1,1,1,0,0,1
17,1,0,4,7.471325720781612,23,0,1,0,0,0,0
18,0,2,3,1.0337135982226364,20,0,3,0,1,0,0
16,1,2,2,9.855626917299114,16,0,4,0,0,0,0
15,0,0,0,0.4513939314688531,9,0,1,0,0,0,0
15,0,2,1,17.698534936899332,14,0,3,1,1,0,1
16,1,1,0,11.406250156530078,29,0,3,1,0,0,0
18,1,0,1,17.54978483462976,25,1,2,1,0,0,0
16,1,1,3,4.234335569239313,13,0,3,1,0,0,0
18,0,0,1,16.709723112865923,17,0,3,0,0,0,0
18,0,0,2,13.797920066267215,2,1,3,0,0,0,0
18,1,2,2,11.874115659028693,27,0,4,0,1,0,0
16,0,0,1,13.735355911943392,0,0,2,1,0,0,0
16,1,1,1,0.1126262549610745,28,0,2,0,0,0,0
17,0,2,2,3.970857177364033,17,0,3,0,0,0,0
15,1,0,2,2.121840998959041,14,1,2,0,1,0,0
18,1,3,1,11.046760269110056,25,0,3,0,1,0,0
15,1,3,0,9.468698671880976,23,0,3,0,1,0,0
17,1,0,2,8.278521161051778,12,1,1,1,1,1,0
18,1,0,2,3.73465988194742,1,1,0,0,0,0,0
18,1,1,2,15.3152664209508,16,0,2,0,1,0,0
15,1,3,2,14.72034736730672,13,1,3,1,0,0,1
16,1,1,0,4.552650716387847,20,0,2,1,0,0,0
18,1,0,2,16.635706003703184,24,1,4,0,1,0,0
15,0,0,3,11.604570643982834,8,1,1,0,0,1,0
16,0,0,1,10.41310707468223,17,0,3,0,0,0,0
15,1,0,4,5.612711597530316,11,0,3,1,0,0,0
18,0,3,3,18.73131223316012,12,0,2,1,0,0,0
18,1,2,4,18.29232909030383,19,0,3,0,1,0,0
16,1,0,1,8.85874243468872,0,1,2,0,1,1,0
16,1,1,3,17.577622918257042,6,0,4,0,0,0,0
17,1,0,1,17.584086751707652,6,0,2,0,0,0,0
18,0,0,1,4.681155500349982,20,0,3,0,0,0,1
17,1,2,1,6.029123728213359,23,1,1,1,1,0,1
16,1,0,2,2.47144981198981,23,0,4,0,0,0,0
18,1,2,1,8.045893561526373,17,0,3,0,1,0,0
16,0,0,1,13.165675668523146,5,1,3,0,0,1,0
15,0,1,1,14.635521900753448,6,0,3,0,1,1,0
18,1,2,2,7.971184482882552,8,0,1,0,0,1,0
15,0,0,2,7.472113190681182,21,0,2,0,1,1,0
15,1,0,1,10.7475838088771,18,0,2,0,0,1,0
17,1,1,1,13.107663989269064,20,1,1,0,0,0,0
17,1,0,0,10.230723884695836,5,0,4,0,0,1,0
16,1,2,1,3.395169964142717,12,1,4,0,1,0,0
18,1,1,1,10.571684028748846,5,0,2,1,0,0,1
16,0,1,0,9.507181353617373,10,1,2,0,1,0,0
16,0,1,2,15.385011184831734,12,0,1,0,0,0,0
18,1,1,2,16.45776136587004,16,0,0,0,1,0,1
16,0,1,1,1.5957824726800074,5,0,2,1,1,1,0
15,1,0,3,18.97308161805981,29,1,1,1,0,0,0
18,1,2,1,4.672180640724736,21,0,4,1,0,0,0
15,0,1,1,5.101744448427963,22,0,1,0,1,1,0
15,0,2,0,10.095086471310834,5,0,3,0,0,0,0
18,0,2,2,4.220133834150522,5,0,0,0,0,0,0
15,0,2,1,8.735543386466393,17,0,1,1,0,0,1
15,0,0,2,6.538842005093899,8,0,3,0,1,0,0
17,0,2,2,5.288085958592907,19,1,3,1,0,0,0
16,1,0,3,13.930143669537784,26,0,1,1,0,0,0
16,0,1,2,13.762353184127004,25,0,0,1,0,0,0
16,0,1,1,14.203465331803214,8,1,0,1,0,1,0
18,1,0,2,13.745660088262554,26,0,2,0,0,0,0
18,0,0,0,1.1707320016010023,26,0,1,1,1,0,0
18,1,0,3,2.3002187365619564,28,1,0,0,0,0,0
15,1,0,2,16.930689862468103,1,1,1,1,1,0,0
17,1,0,2,0.6835117808217483,6,0,2,1,0,0,0
18,1,1,0,8.830680207577938,21,1,3,0,1,0,1
15,0,1,0,13.122921836948844,14,0,3,0,0,0,0
18,1,0,0,15.610436055140436,26,0,3,0,0,0,0
15,1,2,4,16.914897566515265,15,0,1,1,0,0,0
17,1,2,1,5.044462684612377,21,0,3,0,0,0,0
18,0,0,1,16.117823383937086,22,0,0,1,0,1,0
15,1,0,2,12.11518978717944,27,1,4,0,1,1,0
17,1,2,2,5.621477708902263,0,1,4,0,0,1,0
15,0,0,3,19.653048229871384,13,0,2,1,1,0,0
17,0,0,2,9.085414487208505,8,0,1,0,1,1,0
18,1,3,1,9.2937893689033,15,0,3,1,0,0,1
15,1,2,1,0.2374269333871859,27,0,0,0,1,0,0
18,0,1,1,9.943345614353714,12,1,1,0,0,0,0
17,1,0,0,6.413255094728645,19,0,1,0,0,0,0
18,1,0,4,1.1426543868665997,20,1,1,1,0,0,0
15,0,2,4,6.29866454917865,27,0,3,0,0,1,0
16,1,1,1,19.205327169841333,1,0,1,1,0,0,0
15,1,1,2,18.91347074101609,22,1,2,1,0,0,0
17,0,3,1,1.0101494166456426,6,0,1,0,1,0,0
18,0,0,2,7.088479839747723,19,0,2,1,0,1,0
15,1,1,0,11.083394432220002,24,0,4,0,0,0,0
16,1,3,1,10.978650489986752,17,0,4,0,0,0,0
17,1,0,2,12.670705872323405,8,0,3,1,0,1,0
17,1,3,1,8.34896567792925,8,0,3,0,1,0,0
18,1,2,2,12.15525537486849,21,0,4,0,0,0,1
16,1,1,1,12.831593624867883,29,0,4,0,0,1,0
16,1,0,1,5.067962151187453,8,0,3,0,0,1,1
17,1,0,1,11.808522062157827,23,0,2,0,0,1,0
16,1,1,1,13.748737218817348,21,0,1,0,0,0,0
15,1,1,2,2.089647906156693,6,0,2,0,1,1,0
16,1,3,4,19.078416076934445,15,0,4,0,1,0,0
18,0,0,3,7.663289371182516,25,0,1,0,1,0,0
17,0,0,0,14.252028145967865,8,0,3,0,0,0,0
17,0,0,2,18.36386316923406,10,0,3,0,1,0,1
15,0,0,3,13.38824128507287,11,0,1,1,0,1,0
15,0,2,0,15.665801848777328,19,1,0,0,1,0,0
15,0,0,4,10.87755842322235,29,0,3,1,0,0,0
17,0,0,3,11.417060510886255,7,0,1,0,0,0,0
15,0,1,1,3.258053089547881,8,0,2,1,1,0,0
16,0,0,1,2.149064328837731,18,0,1,0,0,0,0
16,1,0,2,10.094789507607034,23,0,1,0,1,0,0
16,1,0,3,13.483842332300016,29,1,4,1,0,0,0
16,0,0,1,16.070835536528556,12,1,2,0,1,0,1
17,1,0,1,12.81420449454443,27,0,1,1,0,1,0
18,0,0,1,8.210455687028556,1,0,2,1,0,0,1
16,0,2,1,6.023180395708907,17,1,2,0,0,0,1
18,1,3,2,18.981592063656336,20,1,1,0,0,1,0
16,0,0,1,9.291655288784922,7,0,1,1,0,0,0
15,1,1,4,15.424496305808074,22,1,1,1,0,0,0
18,0,1,2,8.560387048792876,3,0,2,0,0,0,1
15,1,0,0,8.57450283502963,16,0,3,0,0,0,0
17,1,0,1,17.88182738515691,1,0,2,0,0,0,0
15,0,0,3,1.8207262989088344,1,1,3,0,1,1,0
18,0,0,1,2.33608215467904,22,1,1,1,0,0,0
18,0,2,2,10.556242165912415,0,0,1,0,0,0,0
18,1,0,3,19.41809422899739,3,1,2,0,0,0,0
15,0,0,2,7.874383393060751,19,0,2,0,0,0,0
18,0,0,1,5.051720133694484,22,0,2,0,0,1,0
18,0,1,1,2.679497334995624,8,0,2,0,0,1,0
18,1,3,2,10.672338626184215,7,0,3,1,0,0,0
16,0,0,2,6.532438114960176,17,0,0,1,1,0,0
16,1,0,2,1.95414550773517,29,1,4,0,0,0,0
18,0,0,2,4.894311940474019,7,0,4,0,0,1,0
18,0,0,0,18.679748370252344,10,0,3,1,0,0,0
16,1,0,2,4.207441630596716,7,1,2,0,1,1,0
17,1,0,2,3.929653048058373,5,0,3,0,0,0,0
18,0,0,2,13.084715598906358,0,1,3,0,0,1,1
16,1,0,3,12.17998222103857,5,0,3,1,1,0,0
18,0,2,1,18.978324363774306,16,0,2,1,0,1,0
18,1,0,1,2.861627908346278,12,0,2,1,0,0,1
17,1,0,1,10.437689238549568,6,0,2,0,1,0,0
17,1,3,2,14.832756372352415,12,0,3,0,0,0,0
18,1,2,1,6.263641014072703,5,1,1,1,0,0,0
15,1,0,1,3.981646256559155,20,0,2,1,0,0,0
15,0,3,0,1.4835239118862442,12,0,3,0,0,0,0
16,0,2,1,7.603899959503551,2,1,1,1,0,1,0
15,1,0,4,10.138602321543887,15,0,1,1,0,0,0
15,0,0,1,14.593568272944824,19,0,1,1,0,1,1
15,1,1,3,7.965004697268256,13,1,3,0,1,0,0
17,1,2,2,9.64712417165506,1,1,2,1,0,0,1
16,0,1,0,1.2898136091169254,9,1,1,0,0,0,0
18,1,1,1,15.315685854314488,13,1,4,0,0,0,0
16,0,1,3,0.278980373838229,13,0,3,0,0,0,0
17,1,0,1,9.518844350954485,14,0,3,1,1,0,0
17,0,0,4,5.757590066696892,26,0,0,0,0,0,0
16,1,0,2,11.923653388047535,9,0,1,1,0,0,0
16,0,0,1,15.497668645058976,12,0,2,0,0,1,0
17,0,2,2,4.912631480976291,26,0,4,0,0,0,0
15,1,2,2,7.005447413386552,4,0,3,0,0,0,0
17,0,1,1,18.868562145305702,27,1,3,1,0,0,0
16,1,0,0,6.754959934696945,0,0,2,1,0,0,0
17,1,3,2,15.234854129390316,17,1,2,1,0,0,0
16,0,0,1,8.507129925399672,24,0,2,1,0,0,0
17,1,0,0,16.63147851820905,3,1,3,0,0,0,0
16,0,0,1,11.717261010558431,19,0,1,0,1,0,0
15,1,0,3,4.424756396133674,21,1,2,1,1,1,1
18,0,2,1,19.91208403607012,8,0,3,1,0,1,1
18,0,0,2,4.609896747030417,26,0,3,1,0,0,0
18,0,0,2,2.093212678157925,23,0,3,0,0,0,0
17,0,0,4,0.1848317681102873,2,0,1,1,0,0,0
18,0,2,1,4.033104225337844,3,1,3,0,0,0,1
15,0,2,3,3.624360872272345,15,1,4,0,0,1,0
18,1,2,3,16.412831207089575,24,1,1,1,0,0,0
17,1,1,1,2.873752503684255,29,0,1,0,0,0,0
17,1,2,0,1.894778295586883,3,0,2,0,0,1,0
15,1,3,1,7.144839363402724,1,0,2,0,0,0,0
17,1,0,1,12.064442713159274,22,0,0,1,1,0,1
16,0,0,3,16.24827315247801,4,1,2,0,0,0,0
18,0,0,4,19.74200171848233,26,1,1,1,0,0,0
16,0,0,2,8.457368181181742,25,0,2,1,0,0,0
15,0,2,2,19.520278511975885,17,0,0,0,0,0,0
16,1,1,2,11.817438459485173,24,1,3,1,1,0,0
18,0,1,0,19.719831443413188,8,0,3,0,1,0,0
18,0,0,1,18.03832215675765,0,1,0,1,0,0,0
16,1,1,2,0.1940070984608444,18,0,3,0,0,0,0
16,0,0,3,10.135400814355762,8,0,1,0,1,0,0
16,1,0,2,4.274733759638214,13,0,1,0,0,0,0
15,0,2,3,13.281482423996682,29,0,1,0,0,0,0
16,0,0,2,7.190862890400069,10,1,2,0,0,0,0
15,1,3,1,8.384984986379315,19,1,2,1,1,0,0
15,1,0,2,17.167467595221247,29,0,1,0,1,0,0
16,1,2,3,6.711144033933143,19,1,3,1,0,0,1
17,1,2,2,0.6757830189649727,19,1,0,0,0,0,0
16,0,0,4,4.598367417232652,24,1,2,0,1,1,1
18,0,2,0,7.67069024867954,5,0,1,0,0,0,0
15,1,1,2,16.643249074582368,16,0,2,1,0,0,0
18,0,1,3,4.285436186205192,29,1,2,0,1,0,0
16,0,0,0,3.83546916587342,7,0,3,0,1,1,0
18,1,0,0,12.450987924262275,15,0,1,0,1,0,0
16,0,1,2,13.370933902279706,6,0,2,1,0,0,0
15,0,0,1,7.909781523671404,5,0,3,0,0,0,0
18,0,0,4,9.356048240746784,9,1,3,0,0,0,0
15,0,1,2,7.27798812990665,20,0,2,0,0,0,0
18,1,1,3,8.933774434893298,2,0,0,0,1,0,0
15,1,1,3,14.922619564772845,9,0,1,0,0,0,1
18,1,1,3,12.895134531801858,28,0,3,0,0,0,0
17,0,0,2,19.33731100586787,5,1,2,1,0,0,0
17,0,1,1,1.5739715341501892,6,0,0,0,0,1,0
16,0,0,0,11.705217510196931,4,0,1,0,1,0,0
17,1,2,3,12.5781028984723,1,0,4,0,0,0,0
15,0,1,2,8.1432859693425,22,0,2,1,1,0,1
15,1,1,2,14.183614075888094,14,1,2,0,1,0,0
18,1,0,0,7.945825858918114,15,1,0,0,1,0,0
15,0,1,2,7.365909353114191,17,0,1,0,0,0,0
18,1,2,1,0.1670940834427714,17,1,3,1,0,0,1
16,0,0,2,18.810746022058957,25,0,4,0,1,0,0
18,0,2,0,9.99236823997524,17,1,3,1,1,0,0
18,1,0,1,5.68208298454866,11,1,4,1,0,0,0
17,0,0,2,13.864190844377354,8,0,4,0,1,1,0
16,0,0,2,6.879592726327404,19,1,1,0,0,0,0
17,0,0,2,11.702433218542494,7,0,2,0,1,1,0
16,0,0,1,13.673990914492416,14,0,1,1,0,0,0
18,0,2,4,6.024625895878164,4,0,1,0,0,0,0
18,0,0,2,12.218930514053064,21,0,0,0,0,0,0
15,0,2,2,9.037380893045556,1,0,0,0,0,0,0
16,1,2,0,2.200354422550872,12,1,1,1,0,1,0
17,0,2,2,5.2973251562714285,23,1,2,0,0,1,0
16,1,2,1,0.941223957538948,1,0,4,0,0,1,0
15,0,0,2,16.3420426600523,21,1,1,0,1,0,0
17,1,2,2,9.001905371817188,2,1,3,1,1,0,0
15,0,2,3,6.018381463308375,7,0,1,0,0,0,0
16,1,2,2,2.0205649298251704,23,0,1,0,1,0,0
15,1,0,2,18.652914346823355,27,1,4,1,1,1,1
17,1,1,4,4.671608684447184,25,0,3,1,0,1,0
16,0,0,1,0.1064838114212851,14,0,4,0,0,0,0
16,1,0,2,2.2752391760909885,18,1,3,1,0,0,0
17,0,3,2,14.348071108104206,29,0,3,0,0,0,0
16,1,0,2,5.45115497630801,27,0,2,0,0,0,0
16,0,3,1,2.8099801959103465,18,0,0,1,0,0,1
15,1,0,2,13.148886543549295,27,0,3,0,0,0,0
15,0,1,2,14.577410189771916,4,0,1,0,0,0,0
17,1,0,1,3.3820780084130297,4,0,1,0,0,1,0
18,1,2,1,16.205182610345737,26,1,2,1,0,0,0
18,0,1,4,18.819315756855875,16,0,4,1,1,0,0
15,1,0,1,8.076220104949986,20,0,3,1,0,0,0
17,0,0,1,18.915494340169214,20,0,3,1,0,0,0
16,1,1,3,14.498205436721689,27,1,0,0,0,0,0
17,1,0,2,6.574919766992132,11,0,1,0,0,0,0
17,1,2,1,5.926961537611614,8,1,1,0,0,0,0
18,1,0,2,16.53455296792564,12,0,3,0,0,0,0
17,1,0,2,4.17303826316862,25,0,4,0,0,1,0
17,0,1,1,11.695136166746094,15,0,4,0,0,1,0
17,1,1,3,5.499583839472804,0,0,4,0,1,0,0
16,1,3,1,7.899805410980649,21,1,4,1,0,0,0
17,0,2,4,2.5795781585433053,21,1,3,1,0,1,1
17,1,1,3,16.99200349964916,8,0,1,1,0,0,0
17,0,2,0,14.44747015265597,13,1,2,0,0,0,0
18,0,1,2,0.1690299212492108,22,0,1,1,0,0,0
16,0,0,2,2.159248962216711,19,0,4,0,1,0,0
17,0,0,2,2.187118062189577,5,1,1,0,1,0,0
18,0,0,2,9.03277991037676,23,0,1,0,0,1,0
15,1,0,1,10.638659551055827,28,0,0,0,1,0,0
18,1,0,3,16.253860867515648,19,1,3,1,0,0,0
16,1,1,2,6.580114593244657,6,0,0,0,0,0,0
16,0,2,2,5.240700090137491,21,0,2,0,1,0,0
17,1,1,1,9.864949860519715,16,0,2,0,0,0,1
16,0,2,1,5.30069836281095,25,0,3,1,1,0,1
16,0,1,3,8.46877609799585,8,1,2,1,1,1,1
18,1,1,3,18.89500160420424,22,1,2,0,0,0,0
17,0,2,2,10.061366452640565,7,1,3,1,0,0,0
17,0,2,2,5.41926415742439,6,0,1,0,0,0,0
18,1,0,3,3.170404680548189,12,1,1,1,1,0,0
16,1,0,1,19.71716880821875,11,0,1,0,0,0,0
17,1,0,2,13.073129528112409,23,0,3,1,1,1,0
18,1,0,1,0.6559974855379203,15,0,4,0,0,0,0
16,0,2,0,8.553835760669221,29,0,3,0,1,0,0
16,0,2,2,13.01213046504207,13,0,1,0,0,0,0
16,0,0,2,7.937787861780792,7,1,2,1,0,0,0
15,1,0,2,13.896414597434417,11,1,0,1,1,0,0
15,1,0,1,19.44459418432715,29,1,4,1,0,1,0
16,1,1,3,14.166480981559406,27,0,2,0,0,0,0
18,1,0,1,7.274510422713685,5,0,2,0,0,0,0
18,1,0,3,8.659460996794126,0,0,1,1,0,0,0
17,0,0,2,3.8374636880900304,16,0,3,1,0,1,0
16,1,0,2,5.269468913876965,28,0,4,0,0,0,0
16,0,2,2,19.86327477866957,24,0,1,0,1,1,0
16,1,0,3,11.301445660733872,24,0,4,1,1,0,0
18,1,3,4,16.564255157731886,21,0,2,0,1,1,0
18,0,2,1,3.4341997794737638,19,0,1,1,0,1,0
17,0,0,1,4.934948413347618,26,1,4,0,0,0,0
18,1,2,2,16.772435923961137,24,0,2,1,0,0,0
17,0,3,3,6.477911051607583,24,1,0,0,0,0,0
18,1,0,2,10.378747285295136,20,0,3,0,1,1,1
15,1,2,2,0.046949477349063,22,0,2,0,0,0,1
17,1,2,2,17.048777712837463,0,1,2,0,0,0,0
17,1,0,3,3.3365940990052567,20,1,1,0,0,0,0
16,1,2,1,10.416311722881645,17,1,2,0,0,0,0
15,0,0,3,16.405859212183547,16,1,2,0,1,0,0
16,0,0,2,7.639160380905377,19,0,1,0,0,0,1
15,0,0,2,0.4939459537222257,29,1,1,1,0,0,0
18,1,2,1,19.255696159614644,18,0,4,0,0,0,0
18,1,0,1,6.78406862543836,8,1,3,0,0,1,0
18,0,3,2,14.736336636594004,4,1,1,1,0,0,0
17,1,3,2,11.314946131022918,23,1,1,0,0,0,0
15,1,0,2,11.389647762731837,3,1,3,1,0,0,0
18,1,0,3,8.586455314083905,21,0,2,1,1,0,0
16,1,0,2,8.969704560052676,9,0,2,1,1,0,0
15,0,0,2,0.819564444997809,8,0,2,0,0,0,1
15,0,2,2,5.548534696019583,28,0,2,1,0,0,0
18,1,1,1,5.898622716077286,0,0,4,0,0,0,0
18,1,2,1,19.609415955661422,18,0,4,0,0,1,1
16,0,0,1,15.38339739047175,19,0,3,0,1,0,0
17,0,2,2,16.163140980484254,7,1,4,0,0,0,0
16,1,0,0,6.929385741573344,22,0,1,0,1,0,0
15,0,1,0,11.8382880883814,16,0,3,0,0,0,0
17,1,2,1,1.2243331628714405,15,0,4,1,1,0,1
16,1,0,1,1.3929173549653129,3,1,2,1,0,0,0
16,0,2,4,8.998255621710108,12,0,4,1,1,0,0
17,0,2,0,8.517863100733635,6,1,3,1,0,0,0
18,1,0,2,16.411528786676996,24,0,4,0,0,0,1
15,0,3,1,0.806504794419014,3,0,3,1,0,1,1
15,1,2,0,17.881990722123184,16,0,3,1,0,0,1
15,1,1,4,17.782610714097167,26,0,4,1,1,1,0
18,0,0,1,4.294702502431265,6,0,1,0,0,0,0
16,0,1,1,15.167695431798355,27,0,3,1,1,0,0
16,1,0,3,2.6064789340465637,19,0,3,0,0,0,1
17,0,2,1,16.94593491070988,15,1,3,1,0,0,0
16,1,2,2,17.125702560935245,13,0,1,0,0,1,0
15,0,0,1,6.410723336129911,2,1,1,0,0,0,1
15,1,2,1,17.465087133833453,27,0,2,1,0,0,0
15,1,0,2,19.72699845888324,27,0,2,1,1,0,0
16,1,2,1,14.24143984495861,16,0,2,1,0,0,0
18,0,0,2,13.188464936998326,10,0,2,0,0,0,1
18,0,2,1,12.083478763451836,27,0,3,1,0,1,0
15,1,3,2,12.46628867518115,10,0,2,0,0,0,1
15,0,0,2,5.158790135738012,14,1,0,0,0,1,1
18,0,3,2,18.77156479172066,10,1,3,0,0,0,0
15,0,2,2,4.745087273142746,14,0,2,0,0,0,0
16,0,0,3,5.401169322031114,11,0,2,0,0,1,0
17,0,3,1,7.387652951651702,13,0,3,0,0,0,1
18,1,1,2,9.61883216168607,15,0,3,1,0,0,0
16,0,1,2,1.2808704772957702,7,0,0,1,0,0,0
17,1,0,2,5.598746593838133,25,0,4,0,0,0,0
16,0,2,1,2.313504472962331,5,1,3,1,0,0,0
18,1,0,2,14.17353439931014,26,0,0,1,0,0,0
15,1,0,4,3.4220495682680374,1,0,2,0,1,0,0
18,0,3,1,10.098656081788002,14,0,2,1,1,0,0
15,0,1,2,16.007283769106905,29,1,0,0,1,1,0
17,0,2,4,17.656729813561583,15,0,2,0,1,1,0
16,0,0,2,1.2863844638716704,21,0,3,0,0,0,0
18,1,0,2,10.318917570508468,5,0,2,0,1,0,0
15,1,1,1,15.09880400316658,23,0,2,0,0,0,1
15,0,1,0,14.55158644269888,19,0,2,0,0,0,0
16,0,0,2,8.724288342400907,11,0,3,0,0,1,0
18,1,0,0,3.514304916736517,17,0,1,0,1,0,1
16,1,3,1,14.313253041446227,7,0,2,0,1,0,0
18,1,0,1,8.362631995872453,25,0,2,0,0,0,0
17,0,1,0,10.330930207785244,24,0,2,0,0,0,0
15,1,0,2,12.905555106471258,26,0,2,0,0,1,1
16,1,0,0,12.283674479690784,26,0,2,0,1,0,0
17,1,0,3,3.1500109615160765,25,1,3,0,0,0,0
16,0,0,1,10.334720898801288,22,0,0,0,1,0,0
15,0,0,2,15.543718188792193,28,0,3,1,0,1,0
16,1,3,1,16.214609304608253,25,1,2,0,1,0,0
16,1,1,2,8.148105432226975,16,0,2,1,0,1,0
15,0,1,2,0.2551295941486109,8,1,3,1,0,1,1
17,0,0,2,1.6760831819012156,29,0,1,1,0,0,0
17,1,2,1,4.999179624789911,26,1,1,0,0,0,0
18,1,0,3,1.5598773281881817,15,0,0,0,0,0,1
18,0,0,1,8.178544715133441,8,1,1,1,0,0,0
18,1,0,4,18.11887935852529,24,1,0,1,1,0,0
17,1,1,4,14.54262393763855,15,0,3,1,0,1,0
17,0,0,2,11.469835277819534,23,0,2,0,0,0,0
18,0,0,0,13.909769183553006,25,0,2,1,0,0,0
16,1,3,2,1.4471451548265324,22,0,3,1,1,0,0
18,1,0,2,0.7718312387626769,19,0,4,0,0,0,1
17,1,0,1,18.84370908979277,28,0,0,0,1,1,1
16,1,2,2,1.5028590635517314,10,1,3,0,0,0,0
17,0,0,4,12.94140332517748,9,0,2,1,0,1,1
17,1,2,1,16.14955871303818,25,0,0,0,0,0,0
17,0,2,3,6.083105089709302,15,0,3,1,0,0,0
17,1,2,0,6.667356762331256,16,0,2,0,1,0,0
17,1,0,1,12.871042459748349,26,0,1,0,1,0,0
15,0,3,4,13.95980942995585,25,0,2,0,1,1,1
17,1,0,2,18.144863345541573,11,0,3,0,0,0,0
17,1,0,2,9.146332197856406,16,0,2,1,0,0,1
17,0,2,1,14.960694786831771,26,0,4,1,0,1,1
16,1,1,1,1.4204913529865326,11,0,1,1,0,1,0
18,1,1,2,19.594686695477197,26,1,3,0,0,0,0
15,0,2,1,4.978870495937455,5,0,4,0,0,1,1
16,0,0,2,0.3922106494850719,17,0,0,0,0,0,0
15,1,0,2,3.0531632908156747,23,0,3,1,1,0,0
15,1,2,2,16.111616528824673,1,0,2,1,0,0,0
15,1,0,2,6.729007036350203,29,0,2,1,0,0,0
17,1,0,1,15.83813076844474,25,1,2,0,0,0,0
18,1,2,2,9.75753211996119,6,1,4,0,1,0,0
16,1,3,3,11.26253187784094,21,0,2,0,0,0,0
15,1,1,1,8.63610201571824,6,1,2,0,0,0,1
16,0,0,1,14.644758281845752,26,0,3,0,1,0,0
18,0,2,2,12.07510287675226,8,0,3,1,0,0,0
18,1,3,1,17.220667999444807,8,1,4,1,0,0,0
17,0,2,1,4.8923254810453205,12,0,1,1,1,0,0
18,1,1,1,11.510990156622064,27,0,1,0,1,0,0
17,0,1,4,14.84402018242265,6,0,1,0,1,1,1
16,1,1,2,12.760064704324964,18,0,1,0,0,0,0
18,0,0,2,7.762429135369942,12,1,1,1,0,0,0
15,1,3,2,7.622937640694712,15,0,2,1,0,1,0
16,0,0,2,14.204196966325298,2,1,3,0,1,0,0
15,1,0,1,1.4649120821478023,25,1,2,1,0,0,0
18,1,1,2,15.76237879890438,14,0,2,1,1,0,0
16,0,0,3,11.660372948882728,27,0,1,1,0,0,0
15,0,0,1,14.49825493248879,17,1,2,1,0,0,0
17,1,3,2,7.343392513900453,26,0,1,0,0,0,0
17,0,0,1,7.944550591324651,6,1,4,0,0,0,0
17,1,0,3,13.870196740926408,11,0,1,0,0,1,0
18,0,2,2,6.834237586833767,5,0,3,1,0,0,0
16,1,0,1,0.2727969167176214,28,0,1,1,1,0,0
17,1,0,0,2.1398252234924664,28,0,1,1,0,1,0
15,0,0,0,8.636873846240594,18,0,2,1,0,0,0
18,1,0,0,0.7858389030138491,2,0,3,1,0,0,0
16,1,0,2,18.839828937677435,17,0,3,0,0,1,0
16,1,0,4,12.102032444743012,18,1,4,0,0,0,0
16,1,1,2,16.023430065906496,4,1,2,1,1,0,0
15,1,1,1,10.766527440198242,29,0,1,0,0,0,0
15,0,1,1,6.104290602577183,7,0,2,1,0,0,0
17,0,2,0,1.9150839732671527,18,0,2,0,1,0,1
18,0,0,1,12.08977964516919,14,1,0,0,1,0,1
15,0,1,1,14.866658271313131,4,0,3,0,0,0,1
15,0,2,3,5.357471656348816,23,0,0,1,1,0,0
18,1,0,1,11.197810636915708,9,1,2,0,0,0,0
16,1,0,2,19.46090699028322,1,0,0,1,0,0,0
15,0,0,1,10.952322013074944,3,0,4,0,0,0,0
16,1,0,0,6.386337600427481,27,0,1,0,0,0,0
17,1,1,1,18.291688704434957,21,1,2,0,0,0,0
15,0,1,1,14.411728387412747,10,1,3,1,0,0,0
17,0,0,1,8.674474056628421,13,1,3,0,0,1,0
15,0,2,4,17.634346127907925,1,0,2,0,0,0,1
17,0,0,2,6.744040703379055,6,0,2,0,0,0,1
18,0,2,0,12.18935526733244,11,0,3,0,0,0,0
18,0,1,2,5.120423461230262,13,0,3,0,0,0,1
18,1,0,2,17.528418872089855,3,0,3,0,0,1,0
16,1,0,2,3.646703671564391,6,0,3,1,1,1,0
18,0,1,2,0.8117142426939017,12,1,1,1,1,0,0
15,0,2,2,16.193485161761465,18,0,3,0,0,1,0
18,1,0,1,12.298060291338722,9,1,1,1,0,0,0
15,0,3,2,17.955916127840517,6,0,3,1,0,0,1
17,0,3,1,14.266434590025446,25,0,3,1,1,0,0
15,1,2,1,18.025184155931267,26,0,1,1,0,1,0
18,0,0,2,13.799287142527248,25,0,2,0,0,1,0
16,1,1,2,3.1532205359381598,13,1,0,0,1,0,0
15,1,0,3,15.101364082632502,15,0,2,1,1,0,1
18,1,2,3,11.985550356471837,24,0,1,0,0,0,0
16,1,1,1,8.422378088681633,27,0,2,1,1,1,0
17,0,3,4,11.614742795947038,18,1,1,0,0,0,0
18,1,2,2,11.78534677513334,1,0,4,0,1,0,0
16,1,0,0,6.322097758817913,8,1,2,0,0,0,0
15,0,1,3,15.763195762714128,6,1,1,0,0,0,0
17,0,0,1,10.264399516556376,8,1,3,1,1,0,0
